"whiskey_id","author_id","review"
3049,12,"An edgy and energetic rye: fresh grassy and herbaceous with orange cedar clove sassafras and gingerbread cookie. Dense and chewy it has an unfurling parade of flavors: orange cedar oil berries oatmeal cookies cinnamon candy pepper pecans and clove gum. Add a few drops of water and the profile shifts to highlight the herbal notes along with mouthwatering oak pecans citrus oil and chocolate. Lengthy and well-spiced finish. Take the time to get to know this whiskey: it’ll reward you."
3050,8,"Lemon oil honeyed sweetness and sharp peppery notes are underscored by earthy tobacco leaf and fresh herbs. Overall the impression is spritely fresh and muscled without ever seeming immature. The palate reveals berry fruits with a burst of spice—chilis peppercorn cinnamon and cedar. Takes water and even ice exceedingly well as the lovely mix of sweet and spiced flavors bounce along the long finish."
3051,9,"Soft and subtle aromas but bolder on the palate. A base of creamy caramel is peppered with cinnamon heat vanilla brittle mint and dried fruit. Firm oak grip on the finish balances the sweetness. Very enjoyable."
3052,9,"(Previously reviewed in Vol. 15 No. 3.) Similar to the other two rye whiskeys reviewed above with less heat on the finish and slightly more minty spice notes."
3053,9,"One of the biggest American whiskeys I’ve tasted. We’re talking heavyweight class here. Notes of thick chewy toffee and maple syrup are balanced nicely by firm spicy rye notes candied fruit faint dusty corn and polished oak. The bold spice notes of the rye (and oak) emerge again on the finish. Not as crisp and clean as the Sazerac Rye 18 year old (our Whiskey of the Year for 2005) but it makes up a lot of ground in its lush decadent mouth-coating richness. This is a dark decadent whiskey. My take on the rye whiskey market is that these older expressions are becoming increasingly scarce and more expensive. (No one could have predicted such a demand or even a category two decades ago.) If you are a rye whiskey advocate buy the good ones at the best price you can get."
3054,2,"Made from a mashbill of 95% rye and 5% malted barley and aged at least 3 years. The nose is freshly sweet with notes of orange tea orange peel nectarine licorice dark chocolate leather and dried flowers. A creamy palate offers marmalade fruitcake baking spice and barrel char. The finish is light but lengthy with bursts of dark fruit tart black currant and vanilla bean. Excellent complexity for a whiskey this young."
3055,9,"Bottled in a glass pot still decanter. Soft and elegant on the nose and palate and very well balanced. An incredibly drinkable whiskey. There’s no age statement on the bottle but it was bottled at just the right time based on its great balance of flavors. Notes of vanilla coconut and crème brulee provide a base for emerging notes of cedar wood shavings cinnamon soft mint and a hint of fennel. A very graceful bourbon."
3056,12,"Finished in casks that first held ruby port then rum. The nose is dominated by mature vanilla and dark fruit aromas: blueberry syrup Concord grape juice and Cherry Vanilla Dr. Pepper along with tobacco barn tea leaf chocolate orange and maple syrup. It’s thick and chewy on the palate blackberry cobbler and cherry syrup mingling with mint-flavored dark chocolate orange oil and well-integrated spice. The finish is soft but not shy a gentle fade of dark fruit dark chocolate and candied ginger. (1444 bottles)"
3057,5,"On the nose a tapestry of candied fruit dark caramel and molasses. Then it’s herbs ocean air oak fruit roasted peanuts pecan pie and pie crust in the oven. Nuanced vanilla appears but prominent black licorice leather burnt pumpkin bread and tobacco dominate toward the end. A decently long finish gives a strong hint of bread pudding. This is definitely not your typical rye but it sure is tasty."
3058,11,"6 year old MGP rye at full Booker’s-style unfiltered proof. Strong barrel/warehouse reek some pepper and a hint of dill. Shock: drinkable at 61%. Rich barrel flavors: oak light maple and custardy vanilla albeit quite hot. Mint and pepper zip around the mouth; now on the tongue now on the roof racing down the throat a big active whiskey. Finish bubbles on with pepper and prickle daring you to stick in a quarter and ride it again. An experience."
3059,3,"Brighter bigger and cleaner than its 10 year old stablemate (sty mate?) The Boss Hog squeals delightedly with spring flowers fall fruit stands heavy spicy cloves and delicate esters. The alcohol tickles your nose but is soft on the palate where fresh-baked rye bread mingles with dusty rye flour and Werther’s caramels. Fruity currents rise over sweet hot chocolate before the sweet spiciness returns for a long slow fade. Great cask-strength whiskey with no need for water."
3060,9,"Distilled in 2010 this is always the youngest whiskey in the Collection and is younger than last year’s release. I feel this is a slight liability as it comes across a bit green and harsh for a Handy. Bold and spicy with mint clove and cinnamon leading the way. Fig caramel and candied fruit round out the palate but its youthfulness supersedes on the finish. One of the weaker offerings of Handy."
3061,5,"With a mashbill of 70% rye 18% corn and 12% malted barley this rye doesn’t disappoint. Butter-toasted rye bread and vanilla with hints of herbs and campfire smoke. Then fruit…a lot of fruit: pear banana pineapple followed by a bevy of sweets—caramel butterscotch and toffee mainly—with a delightful cinnamon bread finish. This skews more toward bourbon than the Indiana ryes and that’s a good thing."
3062,5,"This rye has a lot going on. The palate ranges from herbs caramel cotton candy honeysuckle and rose petals to chocolate malt black pepper honey and slightly burnt pizza crust. The whiskey sits on the palate richly giving red fruit and pepper spice with a slight hint of banana on the end. The taste is magnificent. If the medium finish was just a little longer this would venture into greatness."
3063,12,"If you’re searching for the perfect whiskey to pair with ribs look no further. Chili powder spices of paprika cumin black pepper and dried chiles leap out of the glass along with tea leaf dark berries dark chocolate and candied orange peel. The palate chewy and textured stays consistent with savory and spicy notes of Spanish chorizo roasted nuts dark chocolate red pepper flakes blackberry raspberry and orange peel. It finishes short but satisfying with more chili powder black pepper and smoked almonds."
3064,2,"Initially the nose is neutral and alcohol-laden but notes of lemon grape and dried apricots gradually emerge along with sandalwood licorice and herbaceousness. Spice dark chocolate bitter orange and lemon show on the palate as well as oak char espresso roasted walnuts and herbs. More dark chocolate and spices ride on a long finish. Smooth but powerful with light fruit notes emerging to balance refined herbs and spice. (1382 bottles)"
3065,8,"Sweet caramel grainy Cheerios root beer spices and waxy crayon make for a captivating nose. The dark fruit and spice suggest toasted raisin bread and diving deeper into the flavor reveals sweet black cherry citrus zest and intriguing notes of licorice and hot asphalt with flickers of horehound and cough drop. The fruit spice and earthy notes are nicely woven together and soar seamlessly through the finish."
